,Link KawalPemilu,Nama Kelurahan,Nomor TPS,Suara 01,Suara 02,Suara Sah
8768,https://kawalpemilu.org#59701,"HILIR KANTOR, NGABANG, LANDAK, KALIMANTAN BARAT",1,147,11,158
1779,https://kawalpemilu.org#58497,"PASIR, MEMPAWAH HILIR, MEMPAWAH, KALIMANTAN BARAT",18,6,194,200
13841,https://kawalpemilu.org#60225,"ROBAN, SINGKAWANG TENGAH, KOTA SINGKAWANG, KALIMANTAN BARAT",42,65,142,207
11464,https://kawalpemilu.org#60129,"BUKIT RAYA, TANAH PINOH BARAT, MELAWI, KALIMANTAN BARAT",2,12,191,203
15474,https://kawalpemilu.org#60287,"KOREK, SUNGAI AMBAWANG, KUBU RAYA, KALIMANTAN BARAT",14,5,238,243
9808,https://kawalpemilu.org#59822,"SEMEDANG, KUALA BEHE, LANDAK, KALIMANTAN BARAT",6,51,131,182
11346,https://kawalpemilu.org#60118,"KAYU BUNGA, BELIMBING HULU, MELAWI, KALIMANTAN BARAT",3,144,3,147
9847,https://kawalpemilu.org#59830,"BENGAWAN AMPAR, KUALA BEHE, LANDAK, KALIMANTAN BARAT",2,186,3,189
16113,https://kawalpemilu.org#60363,"SUNGAI RENGAS, SUNGAI KAKAP, KUBU RAYA, KALIMANTAN BARAT",61,86,95,183
10853,https://kawalpemilu.org#59973,"TANJUNG NIAGA, NANGA PINOH, MELAWI, KALIMANTAN BARAT",4,79,184,263
205,https://kawalpemilu.org#58313,"BERLIMANG, TELUK KERAMAT, SAMBAS, KALIMANTAN BARAT",1,109,46,155
11475,https://kawalpemilu.org#60131,"LAJA, TANAH PINOH BARAT, MELAWI, KALIMANTAN BARAT",5,151,15,166
8396,https://kawalpemilu.org#59616,"MONTERADO, MONTERADO, BENGKAYANG, KALIMANTAN BARAT",6,154,69,223
15471,https://kawalpemilu.org#60287,"KOREK, SUNGAI AMBAWANG, KUBU RAYA, KALIMANTAN BARAT",11,25,221,246
9473,https://kawalpemilu.org#59788,"LADANGAN, MENYUKE, LANDAK, KALIMANTAN BARAT",3,123,1,123
5463,https://kawalpemilu.org#58967,"BATU DAYA, SIMPANG DUA, KETAPANG, KALIMANTAN BARAT",2,64,2,66
2917,https://kawalpemilu.org#58610,"BALAI SEBUT, JANGKANG, SANGGAU, KALIMANTAN BARAT",8,99,2,101
1984,https://kawalpemilu.org#58516,"PENIRAMAN, SUNGAI PINYUH, MEMPAWAH, KALIMANTAN BARAT",3,15,213,228
4559,https://kawalpemilu.org#58829,"RANDAU LIMAT, SUNGAI LAUR, KETAPANG, KALIMANTAN BARAT",1,126,17,143
6867,https://kawalpemilu.org#59272,"KEBONG, KELAM PERMAI, SINTANG, KALIMANTAN BARAT",5,107,38,145
7136,https://kawalpemilu.org#59334,"SELUAN, PUTUSSIBAU UTARA, KAPUAS HULU, KALIMANTAN BARAT",2,225,43,268
4618,https://kawalpemilu.org#58842,"KUALAN TENGAH, SIMPANG HULU, KETAPANG, KALIMANTAN BARAT",11,142,8,150
9411,https://kawalpemilu.org#59778,"PAREK, AIR BESAR, LANDAK, KALIMANTAN BARAT",1,219,45,264
3734,https://kawalpemilu.org#58705,"PADI KAYE, BALAI, SANGGAU, KALIMANTAN BARAT",2,129,11,140
10431,https://kawalpemilu.org#59905,"SUNGAI LAWAK, NANGA TAMAN, SEKADAU, KALIMANTAN BARAT",1,221,15,236
12402,https://kawalpemilu.org#60197,"TAMBELAN SAMPIT, PONTIANAK TIMUR, KOTA PONTIANAK, KALIMANTAN BARAT",12,50,168,218
14353,https://kawalpemilu.org#60251,"SEDAU, SINGKAWANG SELATAN, KOTA SINGKAWANG, KALIMANTAN BARAT",44,111,5,116
117,https://kawalpemilu.org#58301,"LUMBANG, SAMBAS, SAMBAS, KALIMANTAN BARAT",14,95,130,225
7114,https://kawalpemilu.org#59326,"PADUA MENDALAM, PUTUSSIBAU UTARA, KAPUAS HULU, KALIMANTAN BARAT",1,128,4,132
9833,https://kawalpemilu.org#63852,"SEJAHTERA, SIMPANG EMPAT, TANAH BUMBU, KALIMANTAN SELATAN",7,49,130,179
11585,https://kawalpemilu.org#64063,"ALALAK UTARA, BANJARMASIN UTARA, KOTA BANJARMASIN, KALIMANTAN SELATAN",15,98,110,208
865,https://kawalpemilu.org#62079,"TAJAU PECAH, BATU AMPAR, TANAH LAUT, KALIMANTAN SELATAN",6,162,45,207
9267,https://kawalpemilu.org#63786,"SUNGAIDANAU, SATUI, TANAH BUMBU, KALIMANTAN SELATAN",12,113,137,250
11204,https://kawalpemilu.org#64053,"BELITUNG SELATAN, BANJARMASIN BARAT, KOTA BANJARMASIN, KALIMANTAN SELATAN",42,103,149,252
3121,https://kawalpemilu.org#62453,"PADANG PANJANG, KARANG INTAN, BANJAR, KALIMANTAN SELATAN",2,117,117,234
11352,https://kawalpemilu.org#64056,"TELAWANG, BANJARMASIN BARAT, KOTA BANJARMASIN, KALIMANTAN SELATAN",11,74,61,135
11973,https://kawalpemilu.org#64076,"TELUK DALAM, BANJARMASIN TENGAH, KOTA BANJARMASIN, KALIMANTAN SELATAN",6,34,85,119
4561,https://kawalpemilu.org#62760,"PARIMATA, BELAWANG, BARITO KUALA, KALIMANTAN SELATAN",2,30,98,128
7666,https://kawalpemilu.org#63458,"KEBUN SARI, AMUNTAI TENGAH, HULU SUNGAI UTARA, KALIMANTAN SELATAN",11,39,192,231
11469,https://kawalpemilu.org#64059,"KUIN CERUCUK, BANJARMASIN BARAT, KOTA BANJARMASIN, KALIMANTAN SELATAN",32,100,146,246
6749,https://kawalpemilu.org#63239,"BANUA HANYAR, PANDAWAN, HULU SUNGAI TENGAH, KALIMANTAN SELATAN",9,26,153,179
12636,https://kawalpemilu.org#64100,"LANDASAN ULIN SELATAN, LIANG ANGGANG, KOTA BANJARBARU, KALIMANTAN SELATAN",13,108,62,170
9978,https://kawalpemilu.org#63875,"SIRAP, JUAI, BALANGAN, KALIMANTAN SELATAN",3,47,111,158
8332,https://kawalpemilu.org#63628,"BANYU TAJUN, TANJUNG, TABALONG, KALIMANTAN SELATAN",1,34,165,199
8008,https://kawalpemilu.org#63561,"SUNGAI TABUKAN, SUNGAI TABUKAN, HULU SUNGAI UTARA, KALIMANTAN SELATAN",5,57,140,197
12608,https://kawalpemilu.org#64099,"LANDASAN ULIN BARAT, LIANG ANGGANG, KOTA BANJARBARU, KALIMANTAN SELATAN",3,65,148,213
6941,https://kawalpemilu.org#63264,"BARABAI BARAT, BARABAI, HULU SUNGAI TENGAH, KALIMANTAN SELATAN",9,42,166,208
9344,https://kawalpemilu.org#63792,"SEJAHTERA MULIA, SATUI, TANAH BUMBU, KALIMANTAN SELATAN",3,56,119,175
5881,https://kawalpemilu.org#63078,"SUNGAI KUPANG, KANDANGAN, HULU SUNGAI SELATAN, KALIMANTAN SELATAN",8,60,138,192
2820,https://kawalpemilu.org#62418,"PASAYANGAN UTARA, MARTAPURA, BANJAR, KALIMANTAN SELATAN",2,48,139,187
9863,https://kawalpemilu.org#91426,"GUNUNGANTASARI, SIMPANG EMPAT, TANAH BUMBU, KALIMANTAN SELATAN",11,126,64,190
2864,https://kawalpemilu.org#62423,"TANJUNG REMA, MARTAPURA, BANJAR, KALIMANTAN SELATAN",11,43,171,214
7507,https://kawalpemilu.org#63409,"SUNGAI PANDAN TENGAH, SUNGAI PANDAN, HULU SUNGAI UTARA, KALIMANTAN SELATAN",1,31,110,141
5284,https://kawalpemilu.org#62926,"SUNGAI RUTAS, CANDI LARAS SELATAN, TAPIN, KALIMANTAN SELATAN",4,23,200,223
6942,https://kawalpemilu.org#63264,"BARABAI BARAT, BARABAI, HULU SUNGAI TENGAH, KALIMANTAN SELATAN",10,22,115,137
6104,https://kawalpemilu.org#63113,"BANUA HANYAR, DAHA SELATAN, HULU SUNGAI SELATAN, KALIMANTAN SELATAN",10,37,88,125
11214,https://kawalpemilu.org#64054,"PELAMBUAN, BANJARMASIN BARAT, KOTA BANJARMASIN, KALIMANTAN SELATAN",7,123,116,239
8055,https://kawalpemilu.org#63580,"HAPALAH, BANUA LAWAS, TABALONG, KALIMANTAN SELATAN",3,17,69,86
7713,https://kawalpemilu.org#63463,"PASAR SENIN, AMUNTAI TENGAH, HULU SUNGAI UTARA, KALIMANTAN SELATAN",5,51,124,175
5174,https://kawalpemilu.org#62897,"KEPAYANG, TAPIN TENGAH, TAPIN, KALIMANTAN SELATAN",4,22,195,217
7001,https://kawalpemilu.org#63270,"PAJUKUNGAN, BARABAI, HULU SUNGAI TENGAH, KALIMANTAN SELATAN",4,53,143,196
530,https://kawalpemilu.org#62030,"BENTOK DARAT, BATI BATI, TANAH LAUT, KALIMANTAN SELATAN",6,141,56,197
5072,https://kawalpemilu.org#61336,"ASAM BARU, DANAU SELULUK, SERUYAN, KALIMANTAN TENGAH",7,109,36,145
4897,https://kawalpemilu.org#61288,"ULAK BATU, DANAU SEMBULUH, SERUYAN, KALIMANTAN TENGAH",1,104,39,143
4677,https://kawalpemilu.org#61235,"BATU TUKAN, PETAK MALAI, KATINGAN, KALIMANTAN TENGAH",1,95,10,105
7181,https://kawalpemilu.org#61932,"PANARUNG, PAHANDUT, KOTA PALANGKARAYA, KALIMANTAN TENGAH",34,58,87,145
4461,https://kawalpemilu.org#61135,"MIRAH KALANAMAN, KATINGAN TENGAH, KATINGAN, KALIMANTAN TENGAH",12,1,0,1
968,https://kawalpemilu.org#60504,"TANJUNG JARIANGAU, MENTAYA HULU, KOTAWARINGIN TIMUR, KALIMANTAN TENGAH",4,78,48,126
7795,https://kawalpemilu.org#61948,"BUKIT TUNGGAL, JEKAN RAYA, KOTA PALANGKARAYA, KALIMANTAN TENGAH",88,126,91,217
5848,https://kawalpemilu.org#61608,"TEHANG, MAHUNING RAYA, GUNUNG MAS, KALIMANTAN TENGAH",3,111,8,119
7920,https://kawalpemilu.org#61956,"SABARU, SABANGAU, KOTA PALANGKARAYA, KALIMANTAN TENGAH",6,141,45,186
3814,https://kawalpemilu.org#60994,"BATU RAYA II, GUNUNG TIMANG, BARITO UTARA, KALIMANTAN TENGAH",4,156,6,162
3656,https://kawalpemilu.org#60942,"BUNTOK KOTA, DUSUN SELATAN, BARITO SELATAN, KALIMANTAN TENGAH",36,69,113,182
5169,https://kawalpemilu.org#61364,"MENDAWAI, SUKAMARA, SUKAMARA, KALIMANTAN TENGAH",26,86,85,171
4442,https://kawalpemilu.org#61133,"BATU BADINDING, KATINGAN TENGAH, KATINGAN, KALIMANTAN TENGAH",4,156,43,199
1604,https://kawalpemilu.org#60558,"BASIRIH HILIR, MENTAYA HILIR SELATAN, KOTAWARINGIN TIMUR, KALIMANTAN TENGAH",12,27,127,154
4099,https://kawalpemilu.org#61033,"HAJAK, TEWEH BARU, BARITO UTARA, KALIMANTAN TENGAH",3,166,39,205
7651,https://kawalpemilu.org#61947,"MENTENG, JEKAN RAYA, KOTA PALANGKARAYA, KALIMANTAN TENGAH",99,51,93,144
3154,https://kawalpemilu.org#60856,"LAWANG TAMANG, MANDAU TALAWANG, KAPUAS, KALIMANTAN TENGAH",1,157,3,160
3767,https://kawalpemilu.org#60975,"PEPAS, MONTALLAT, BARITO UTARA, KALIMANTAN TENGAH",2,155,29,184
4118,https://kawalpemilu.org#61039,"MALAWAKEN, TEWEH BARU, BARITO UTARA, KALIMANTAN TENGAH",4,122,82,204
5381,https://kawalpemilu.org#61424,"NANGA BULIK, BULIK, LAMANDAU, KALIMANTAN TENGAH",31,152,62,214
2160,https://kawalpemilu.org#64386,"TUNJUNGAN, MUARA KAMAN, KUTAI KARTANEGARA, KALIMANTAN TIMUR",2,71,51,122
2477,https://kawalpemilu.org#64445,"MUARA JAWA ULU, MUARA JAWA, KUTAI KARTANEGARA, KALIMANTAN TIMUR",5,41,104,145
9613,https://kawalpemilu.org#65616,"GUNUNG LINGAI, SUNGAI PINANG, KOTA SAMARINDA, KALIMANTAN TIMUR",24,44,76,120
502,https://kawalpemilu.org#64177,"PAIT, LONG IKIS, PASER, KALIMANTAN TIMUR",1,124,90,214
6843,https://kawalpemilu.org#65556,"SEPINGGAN, BALIKPAPAN SELATAN, KOTA BALIKPAPAN, KALIMANTAN TIMUR",46,38,102,140
1602,https://kawalpemilu.org#64312,"TIMBAU, TENGGARONG, KUTAI KARTANEGARA, KALIMANTAN TIMUR",19,49,137,186
7504,https://kawalpemilu.org#65569,"RAWA MAKMUR, PALARAN, KOTA SAMARINDA, KALIMANTAN TIMUR",11,59,99,158
10437,https://kawalpemilu.org#65670,"TANJUNG LAUT INDAH, BONTANG SELATAN, KOTA BONTANG, KALIMANTAN TIMUR",19,123,115,238
714,https://kawalpemilu.org#88154,"GUNUNG PUTAR, LONG KALI, PASER, KALIMANTAN TIMUR",1,135,68,203
9313,https://kawalpemilu.org#65609,"SAMBUTAN, SAMBUTAN, KOTA SAMARINDA, KALIMANTAN TIMUR",50,52,125,177
7270,https://kawalpemilu.org#65557,"KLANDASAN ILIR, BALIKPAPAN KOTA, KOTA BALIKPAPAN, KALIMANTAN TIMUR",1,117,34,151
2598,https://kawalpemilu.org#64455,"SARI JAYA, SANGA SANGA, KUTAI KARTANEGARA, KALIMANTAN TIMUR",3,68,144,212
8092,https://kawalpemilu.org#65582,"SIDODADI, SAMARINDA ULU, KOTA SAMARINDA, KALIMANTAN TIMUR",35,89,81,170
6797,https://kawalpemilu.org#65552,"SUMBER REJO, BALIKPAPAN TENGAH, KOTA BALIKPAPAN, KALIMANTAN TIMUR",61,87,78,165
971,https://kawalpemilu.org#64274,"JEMBAYAN TENGAH, LOA KULU, KUTAI KARTANEGARA, KALIMANTAN TIMUR",7,117,45,162
9028,https://kawalpemilu.org#65603,"LOK BAHU, SUNGAI KUNJANG, KOTA SAMARINDA, KALIMANTAN TIMUR",13,130,86,216
9621,https://kawalpemilu.org#65616,"GUNUNG LINGAI, SUNGAI PINANG, KOTA SAMARINDA, KALIMANTAN TIMUR",32,82,84,166
9185,https://kawalpemilu.org#65606,"KARANG ANYAR, SUNGAI KUNJANG, KOTA SAMARINDA, KALIMANTAN TIMUR",12,47,95,142
7333,https://kawalpemilu.org#65557,"KLANDASAN ILIR, BALIKPAPAN KOTA, KOTA BALIKPAPAN, KALIMANTAN TIMUR",65,85,60,145
2962,https://kawalpemilu.org#64523,"SAMBALIUNG, SAMBALIUNG, BERAU, KALIMANTAN TIMUR",4,89,75,164
2325,https://kawalpemilu.org#64425,"SUNGAI SELUANG, SAMBOJA, KUTAI KARTANEGARA, KALIMANTAN TIMUR",10,114,85,199
7765,https://kawalpemilu.org#65576,"BAQA, SAMARINDA SEBERANG, KOTA SAMARINDA, KALIMANTAN TIMUR",36,41,71,112
3658,https://kawalpemilu.org#65140,"ASA, BARONG TONGKOK, KUTAI BARAT, KALIMANTAN TIMUR",1,223,11,234
764,https://kawalpemilu.org#88157,"BAI JAYA, BATU ENGAU, PASER, KALIMANTAN TIMUR",1,73,147,220
4138,https://kawalpemilu.org#65328,"MUARA WAHAU, MUARA WAHAU, KUTAI TIMUR, KALIMANTAN TIMUR",13,127,21,148
6026,https://kawalpemilu.org#65542,"BATU AMPAR, BALIKPAPAN UTARA, KOTA BALIKPAPAN, KALIMANTAN TIMUR",21,100,79,179
9852,https://kawalpemilu.org#65626,"SIMPANG TIGA/LOA JANAN ILIR, LOA JANAN ILIR, KOTA SAMARINDA, KALIMANTAN TIMUR",10,55,35,90
10467,https://kawalpemilu.org#65672,"BELIMBING, BONTANG BARAT, KOTA BONTANG, KALIMANTAN TIMUR",7,77,109,186
895,https://kawalpemilu.org#64948,"TANJUNG HARAPAN, NUNUKAN SELATAN, NUNUKAN, KALIMANTAN UTARA",4,137,51,188
579,https://kawalpemilu.org#64726,"NUNUKAN UTARA, NUNUKAN, NUNUKAN, KALIMANTAN UTARA",9,43,53,96
1568,https://kawalpemilu.org#65634,"KARANG REJO, TARAKAN BARAT, KOTA TARAKAN, KALIMANTAN UTARA",11,114,82,196
952,https://kawalpemilu.org#85473,"SUNGAI NYAMUK, SEBATIK TIMUR, NUNUKAN, KALIMANTAN UTARA",13,54,27,81
1785,https://kawalpemilu.org#65641,"SEBENGKOK, TARAKAN TENGAH, KOTA TARAKAN, KALIMANTAN UTARA",27,79,90,169
1070,https://kawalpemilu.org#64911,"MAKMUR, TULIN ONSOI, NUNUKAN, KALIMANTAN UTARA",3,169,23,192
227,https://kawalpemilu.org#929417,"BUKIT BETUNG, SUNGAILIAT, BANGKA, KEPULAUAN BANGKA BELITUNG",14,56,109,165
3081,https://kawalpemilu.org#25334,"LIMBONGAN, GANTUNG, BELITUNG TIMUR, KEPULAUAN BANGKA BELITUNG",3,201,21,222
2275,https://kawalpemilu.org#25224,"TERAK, SIMPANG KATIS, BANGKA TENGAH, KEPULAUAN BANGKA BELITUNG",11,82,117,199
3522,https://kawalpemilu.org#25397,"KERAMAT, RANGKUI, KOTA PANGKALPINANG, KEPULAUAN BANGKA BELITUNG",5,74,160,234
2830,https://kawalpemilu.org#25306,"SEKAR BIRU, PARITTIGA, BANGKA BARAT, KEPULAUAN BANGKA BELITUNG",1,144,102,246
2671,https://kawalpemilu.org#25281,"KELAPA, KELAPA, BANGKA BARAT, KEPULAUAN BANGKA BELITUNG",6,162,48,210
371,https://kawalpemilu.org#931116,"BELINYU, BELINYU, BANGKA, KEPULAUAN BANGKA BELITUNG",6,72,55,127
1885,https://kawalpemilu.org#25173,"TIRAM, TUKAK SADAI, BANGKA SELATAN, KEPULAUAN BANGKA BELITUNG",3,120,68,188
3576,https://kawalpemilu.org#25400,"BUKITMERAPIN, GERUNGGANG, KOTA PANGKALPINANG, KEPULAUAN BANGKA BELITUNG",17,96,152,248
3645,https://kawalpemilu.org#84855,"AIR KEPALA TUJUH, GERUNGGANG, KOTA PANGKALPINANG, KEPULAUAN BANGKA BELITUNG",9,88,151,239
3457,https://kawalpemilu.org#25786,"TANJUNG PIAYU, SEI BEDUK, KOTA BATAM, KEPULAUAN RIAU",10,145,144,289
2641,https://kawalpemilu.org#25756,"SUNGAI JODOH, BATU AMPAR, KOTA BATAM, KEPULAUAN RIAU",20,127,25,152
2717,https://kawalpemilu.org#25760,"TANJUNG RIAU, SEKUPANG, KOTA BATAM, KEPULAUAN RIAU",29,62,85,147
1810,https://kawalpemilu.org#25595,"TANJUNG KILANG, DURAI, KARIMUN, KEPULAUAN RIAU",1,104,31,135
4748,https://kawalpemilu.org#25816,"SUNGAI LANGKAI, SAGULUNG, KOTA BATAM, KEPULAUAN RIAU",44,70,97,167
2154,https://kawalpemilu.org#25685,"DABO, SINGKEP, LINGGA, KEPULAUAN RIAU",21,84,121,205
4126,https://kawalpemilu.org#25808,"BELIAN, BATAM KOTA, KOTA BATAM, KEPULAUAN RIAU",49,111,72,183
2189,https://kawalpemilu.org#25693,"BATU BERDAUN, SINGKEP, LINGGA, KEPULAUAN RIAU",3,90,79,169
790,https://kawalpemilu.org#25478,"KIJANG KOTA, BINTAN TIMUR, BINTAN, KEPULAUAN RIAU",38,123,128,251
368,https://kawalpemilu.org#25420,"KAMPUNG BUGIS, TANJUNG PINANG KOTA, KOTA TANJUNGPINANG, KEPULAUAN RIAU",2,88,144,232
222,https://kawalpemilu.org#25416,"BATU IX, TANJUNG PINANG TIMUR, KOTA TANJUNGPINANG, KEPULAUAN RIAU",2,127,124,251
2375,https://kawalpemilu.org#25738,"BAKONG, SINGKEP BARAT, LINGGA, KEPULAUAN RIAU",1,107,34,141
89,https://kawalpemilu.org#25410,"KAMPUNG BARU, TANJUNG PINANG BARAT, KOTA TANJUNGPINANG, KEPULAUAN RIAU",11,96,124,220
1103,https://kawalpemilu.org#25529,"TANJUNG PERMAI, SERI KUALA LOBAM, BINTAN, KEPULAUAN RIAU",1,87,128,215
23245,https://kawalpemilu.org#24718,"SEPANG JAYA, LABUHAN RATU, KOTA BANDAR LAMPUNG, LAMPUNG",2,76,90,166
13630,https://kawalpemilu.org#23747,"KAGUNGAN RAHAYU, MENGGALA, TULANG BAWANG, LAMPUNG",9,152,29,181
25410,https://kawalpemilu.org#24937,"SANGGI, PADANG CERMIN, PESAWARAN, LAMPUNG",3,128,76,204
6101,https://kawalpemilu.org#22896,"SIDO LUHUR, BANGUN REJO, LAMPUNG TENGAH, LAMPUNG",2,125,34,159
5639,https://kawalpemilu.org#22857,"MULYOSARI, TANJUNG SARI, LAMPUNG SELATAN, LAMPUNG",3,176,56,232
2642,https://kawalpemilu.org#22592,"SUKA JAYA, GUNUNG AGUNG, TULANG BAWANG BARAT, LAMPUNG",9,186,36,222
9071,https://kawalpemilu.org#23128,"NEGARA BUMI UDIK, ANAK TUHA, LAMPUNG TENGAH, LAMPUNG",4,154,46,200
3832,https://kawalpemilu.org#22675,"BANDAR DALAM, SIDOMULYO, LAMPUNG SELATAN, LAMPUNG",9,160,36,196
20506,https://kawalpemilu.org#24566,"CAMPUR ASRI, BARADATU, WAY KANAN, LAMPUNG",5,76,74,150
22850,https://kawalpemilu.org#24737,"WAY LAGA, SUKABUMI, KOTA BANDAR LAMPUNG, LAMPUNG",14,78,119,197
5822,https://kawalpemilu.org#22874,"BALI NURAGA, WAY PANJI, LAMPUNG SELATAN, LAMPUNG",11,92,20,112
24027,https://kawalpemilu.org#24770,"GARUNTANG, BUMI WARAS, KOTA BANDAR LAMPUNG, LAMPUNG",6,85,57,142
16961,https://kawalpemilu.org#24223,"MUARA GADING MAS, LABUHAN MARINGGAI, LAMPUNG TIMUR, LAMPUNG",28,186,36,222
21933,https://kawalpemilu.org#24735,"PANJANG UTARA, PANJANG, KOTA BANDAR LAMPUNG, LAMPUNG",26,105,68,173
21233,https://kawalpemilu.org#24689,"SRI BASUKI, NEGERI BESAR, WAY KANAN, LAMPUNG",4,128,22,150
13862,https://kawalpemilu.org#23775,"GEDUNG MENENG, GEDUNG MENENG, TULANG BAWANG, LAMPUNG",52,85,87,172
9172,https://kawalpemilu.org#23139,"SENDANG ASIH, SENDANG AGUNG, LAMPUNG TENGAH, LAMPUNG",14,203,28,231
3902,https://kawalpemilu.org#22682,"SUAK, SIDOMULYO, LAMPUNG SELATAN, LAMPUNG",12,125,31,156
5375,https://kawalpemilu.org#22831,"MERBAU MATARAM, MERBAU MATARAM, LAMPUNG SELATAN, LAMPUNG",16,113,59,172
863,https://kawalpemilu.org#22382,"CANDI RETNO, PAGELARAN, PRINGSEWU, LAMPUNG",8,86,121,207
5678,https://kawalpemilu.org#22859,"KERTOSARI, TANJUNG SARI, LAMPUNG SELATAN, LAMPUNG",18,137,35,172
8066,https://kawalpemilu.org#23051,"BULU SARI, BUMI RATU NUBAN, LAMPUNG TENGAH, LAMPUNG",1,100,71,171
21903,https://kawalpemilu.org#24734,"SRENGSEM, PANJANG, KOTA BANDAR LAMPUNG, LAMPUNG",20,70,33,103
18630,https://kawalpemilu.org#24369,"GUNUNG SUGIH BESAR, SEKAMPUNG UDIK, LAMPUNG TIMUR, LAMPUNG",17,92,101,193
24165,https://kawalpemilu.org#24827,"HADIMULYO BARAT, METRO PUSAT, KOTA METRO, LAMPUNG",7,71,129,200
12606,https://kawalpemilu.org#23510,"SEBARUS, BALIK BUKIT, LAMPUNG BARAT, LAMPUNG",1,21,170,191
2400,https://kawalpemilu.org#929403,"MULYO JADI, GUNUNG TERANG, TULANG BAWANG BARAT, LAMPUNG",3,140,77,217
10618,https://kawalpemilu.org#23261,"SIMPANG ABUNG, ABUNG BARAT, LAMPUNG UTARA, LAMPUNG",22,26,199,225
2975,https://kawalpemilu.org#22613,"MERAK BATIN, NATAR, LAMPUNG SELATAN, LAMPUNG",4,102,123,225
21507,https://kawalpemilu.org#24716,"SIDODADI, KEDATON, KOTA BANDAR LAMPUNG, LAMPUNG",23,70,64,134
25397,https://kawalpemilu.org#24936,"PADANG CERMIN, PADANG CERMIN, PESAWARAN, LAMPUNG",18,190,10,200
25272,https://kawalpemilu.org#24915,"TANJUNG AGUNG, WAY LIMA, PESAWARAN, LAMPUNG",5,81,167,248
5571,https://kawalpemilu.org#22850,"BAKAUHENI, BAKAUHENI, LAMPUNG SELATAN, LAMPUNG",26,123,38,161
25103,https://kawalpemilu.org#24898,"GEDUNG GUMANTI, TEGINENENG, PESAWARAN, LAMPUNG",13,161,13,174
24671,https://kawalpemilu.org#24860,"KEBAGUSAN, GEDONG TATAAN, PESAWARAN, LAMPUNG",11,78,142,220
7255,https://kawalpemilu.org#22979,"RAMAYANA, SEPUTIH RAMAN, LAMPUNG TENGAH, LAMPUNG",4,145,74,219
16203,https://kawalpemilu.org#24138,"GISTING ATAS, GISTING, TANGGAMUS, LAMPUNG",1,130,81,211
13050,https://kawalpemilu.org#23569,"KOTA BESI, BATU BRAK, LAMPUNG BARAT, LAMPUNG",5,41,117,158
8677,https://kawalpemilu.org#23086,"MATARAM UDIK, BANDAR MATARAM, LAMPUNG TENGAH, LAMPUNG",106,111,43,154
20387,https://kawalpemilu.org#24547,"NEKI, BANJIT, WAY KANAN, LAMPUNG",1,36,98,134
180,https://kawalpemilu.org#22337,"WALUYOJATI, PRINGSEWU, PRINGSEWU, LAMPUNG",3,71,60,131
20055,https://kawalpemilu.org#24497,"UMPU BHAKTI, BLAMBANGAN UMPU, WAY KANAN, LAMPUNG",3,104,67,171
18845,https://kawalpemilu.org#24390,"DONO MULYO, BUMI AGUNG, LAMPUNG TIMUR, LAMPUNG",2,170,44,214
7739,https://kawalpemilu.org#23024,"SUMBER KATON, SEPUTIH SURABAYA, LAMPUNG TENGAH, LAMPUNG",13,112,83,195
20235,https://kawalpemilu.org#24526,"TANGKAS, KASUI, WAY KANAN, LAMPUNG",2,39,53,92
463,https://kawalpemilu.org#22353,"TEGAL SARI, GADING REJO, PRINGSEWU, LAMPUNG",13,83,70,153
21907,https://kawalpemilu.org#24734,"SRENGSEM, PANJANG, KOTA BANDAR LAMPUNG, LAMPUNG",24,88,42,130
22853,https://kawalpemilu.org#24737,"WAY LAGA, SUKABUMI, KOTA BANDAR LAMPUNG, LAMPUNG",17,71,44,115
16565,https://kawalpemilu.org#24188,"BANJARMASIN, BULOK, TANGGAMUS, LAMPUNG",7,114,24,138
19667,https://kawalpemilu.org#24453,"RAJABASA LAMA I, LABUHAN RATU, LAMPUNG TIMUR, LAMPUNG",11,94,72,166
21383,https://kawalpemilu.org#24706,"WONO HARJO, BUMI AGUNG, WAY KANAN, LAMPUNG",1,74,88,162
3467,https://kawalpemilu.org#22638,"TRIMULYO, TANJUNG BINTANG, LAMPUNG SELATAN, LAMPUNG",2,193,25,218
3397,https://kawalpemilu.org#22633,"SERDANG, TANJUNG BINTANG, LAMPUNG SELATAN, LAMPUNG",28,89,55,144
12432,https://kawalpemilu.org#23442,"CAHAYA MAS, SUNGKAI BARAT, LAMPUNG UTARA, LAMPUNG",3,55,85,140
19396,https://kawalpemilu.org#24430,"KEDUNG RINGIN, PASIR SAKTI, LAMPUNG TIMUR, LAMPUNG",11,126,17,143
23890,https://kawalpemilu.org#87276,"KOTA KARANG RAYA, TELUKBETUNG TIMUR, KOTA BANDAR LAMPUNG, LAMPUNG",15,116,126,242
21772,https://kawalpemilu.org#24728,"SEGALAMIDER, TANJUNGKARANG BARAT, KOTA BANDAR LAMPUNG, LAMPUNG",9,66,151,217
16631,https://kawalpemilu.org#24196,"LENGKUKAI, KLUMBAYAN BARAT, TANGGAMUS, LAMPUNG",12,32,29,61
15452,https://kawalpemilu.org#24018,"GUNUNG KASIH, PUGUNG, TANGGAMUS, LAMPUNG",6,49,87,136
5240,https://kawalpemilu.org#22821,"CINTA MULYA, CANDIPURO, LAMPUNG SELATAN, LAMPUNG",5,135,55,190
26072,https://kawalpemilu.org#23482,"PASAR KRUI, PESISIR TENGAH, PESISIR BARAT, LAMPUNG",7,57,120,177
