,Link KawalPemilu,Nama Kelurahan,Nomor TPS,Suara 01,Suara 02,Suara Sah
105496,https://kawalpemilu.org#50643,"PALENGAAN LAOK, PALENGAAN, PAMEKASAN, JAWA TIMUR",12,17,223,240
13440,https://kawalpemilu.org#43500,"SLOROK, GARUM, BLITAR, JAWA TIMUR",28,126,16,142
30212,https://kawalpemilu.org#44475,"SUKOSARI, KUNIR, LUMAJANG, JAWA TIMUR",17,163,51,214
59561,https://kawalpemilu.org#46481,"PANGKEMIRI, TULANGAN, SIDOARJO, JAWA TIMUR",10,157,69,226
59594,https://kawalpemilu.org#46484,"KEPADANGAN, TULANGAN, SIDOARJO, JAWA TIMUR",4,167,50,217
97892,https://kawalpemilu.org#50022,"TAMBAK, TAMBAK, GRESIK, JAWA TIMUR",5,76,90,166
6402,https://kawalpemilu.org#42997,"WATUAGUNG, WATULIMO, TRENGGALEK, JAWA TIMUR",15,120,3,123
122137,https://kawalpemilu.org#51466,"SIDOTOPO WETAN, KENJERAN, KOTA SURABAYA, JAWA TIMUR",145,81,79,160
110995,https://kawalpemilu.org#51098,"BANDAR KIDUL, MOJOROTO, KOTA KEDIRI, JAWA TIMUR",15,121,52,173
1542,https://kawalpemilu.org#42532,"GASANG, TULAKAN, PACITAN, JAWA TIMUR",6,60,103,163
89559,https://kawalpemilu.org#49124,"KETAMBUL, PALANG, TUBAN, JAWA TIMUR",9,127,44,171
37167,https://kawalpemilu.org#44810,"TEGALBESAR, KALIWATES, JEMBER, JAWA TIMUR",55,170,55,225
68398,https://kawalpemilu.org#47160,"MOROSUNGGINGAN, PETERONGAN, JOMBANG, JAWA TIMUR",1,103,45,148
19625,https://kawalpemilu.org#43908,"KANDANGAN, KANDANGAN, KEDIRI, JAWA TIMUR",25,121,44,165
88051,https://kawalpemilu.org#49014,"TLOGOWARU, MERAKURAK, TUBAN, JAWA TIMUR",5,160,70,230
96537,https://kawalpemilu.org#49911,"SUNGON LEGOWO, BUNGAH, GRESIK, JAWA TIMUR",13,115,69,184
9317,https://kawalpemilu.org#43224,"SUMBERDADI, SUMBERGEMPOL, TULUNGAGUNG, JAWA TIMUR",3,128,67,195
13564,https://kawalpemilu.org#43506,"KALIPANG, SUTOJAYAN, BLITAR, JAWA TIMUR",22,117,61,178
118392,https://kawalpemilu.org#51391,"PETEMON, SAWAHAN, KOTA SURABAYA, JAWA TIMUR",101,168,42,210
70214,https://kawalpemilu.org#47315,"PACARPELUK, MEGALUH, JOMBANG, JAWA TIMUR",6,125,49,174
85947,https://kawalpemilu.org#48673,"KATUR, GAYAM, BOJONEGORO, JAWA TIMUR",13,143,32,175
83907,https://kawalpemilu.org#48594,"KABUNAN, BALEN, BOJONEGORO, JAWA TIMUR",10,116,48,164
61724,https://kawalpemilu.org#46629,"KARANGBONG, GEDANGAN, SIDOARJO, JAWA TIMUR",13,133,96,229
25947,https://kawalpemilu.org#44254,"JATISARI, PAKISAJI, MALANG, JAWA TIMUR",16,157,58,215
117429,https://kawalpemilu.org#51374,"PENJARINGAN SARI, RUNGKUT, KOTA SURABAYA, JAWA TIMUR",14,146,74,220
97640,https://kawalpemilu.org#49990,"PEKELINGAN, GRESIK, GRESIK, JAWA TIMUR",6,107,67,174
8776,https://kawalpemilu.org#43173,"NGLURUP, SENDANG, TULUNGAGUNG, JAWA TIMUR",1,117,44,161
36606,https://kawalpemilu.org#44793,"ROWOINDAH, AJUNG, JEMBER, JAWA TIMUR",3,155,63,218
88464,https://kawalpemilu.org#49052,"GEDONGOMBO, SEMANDING, TUBAN, JAWA TIMUR",20,120,70,190
11919,https://kawalpemilu.org#43421,"PLANDIREJO, BAKUNG, BLITAR, JAWA TIMUR",10,124,11,135
105143,https://kawalpemilu.org#50616,"LENTENG, PROPPO, PAMEKASAN, JAWA TIMUR",2,0,0,0
124194,https://kawalpemilu.org#51538,"SUKOLILO BARU, BULAK, KOTA SURABAYA, JAWA TIMUR",19,148,77,225
46802,https://kawalpemilu.org#45358,"SUKOREJO, SUMBERWRINGIN, BONDOWOSO, JAWA TIMUR",1,70,133,203
15573,https://kawalpemilu.org#43635,"SELOPANGGUNG, SEMEN, KEDIRI, JAWA TIMUR",5,160,22,182
13839,https://kawalpemilu.org#43523,"PANGGUNGASRI, PANGGUNGREJO, BLITAR, JAWA TIMUR",7,110,5,115
77829,https://kawalpemilu.org#48000,"KLEDOKAN, BENDO, MAGETAN, JAWA TIMUR",4,157,28,185
108997,https://kawalpemilu.org#50898,"SOGIAN, AMBUNTEN, SUMENEP, JAWA TIMUR",2,66,131,197
88823,https://kawalpemilu.org#49071,"LATSARI, TUBAN, TUBAN, JAWA TIMUR",15,119,73,192
32643,https://kawalpemilu.org#44652,"CAKRU, KENCONG, JEMBER, JAWA TIMUR",9,140,42,182
94205,https://kawalpemilu.org#49635,"JATIRENGGO, GLAGAH, LAMONGAN, JAWA TIMUR",5,92,89,181
42209,https://kawalpemilu.org#45030,"ALIYAN, ROGOJAMPI, BANYUWANGI, JAWA TIMUR",16,99,80,179
61355,https://kawalpemilu.org#46607,"SUKO, SUKODONO, SIDOARJO, JAWA TIMUR",10,109,55,164
65553,https://kawalpemilu.org#46953,"MLIRIP, JETIS, MOJOKERTO, JAWA TIMUR",17,206,41,247
29504,https://kawalpemilu.org#44437,"SUMBERREJO, CANDIPURO, LUMAJANG, JAWA TIMUR",13,151,36,187
905,https://kawalpemilu.org#42490,"KARANGREJO, ARJOSARI, PACITAN, JAWA TIMUR",6,81,78,159
7803,https://kawalpemilu.org#43101,"SOBONTORO, BOYOLANGU, TULUNGAGUNG, JAWA TIMUR",13,130,38,168
86979,https://kawalpemilu.org#48918,"SARINGEMBAT, SINGGAHAN, TUBAN, JAWA TIMUR",7,161,20,181
5842,https://kawalpemilu.org#42961,"TEGAREN, TUGU, TRENGGALEK, JAWA TIMUR",6,135,39,174
120374,https://kawalpemilu.org#51432,"TAMBAKREJO, SIMOKERTO, KOTA SURABAYA, JAWA TIMUR",10,134,30,164
108268,https://kawalpemilu.org#50840,"GALIS, GILI GINTING, SUMENEP, JAWA TIMUR",9,53,72,125
86451,https://kawalpemilu.org#48855,"TENGGERKULON, BANCAR, TUBAN, JAWA TIMUR",2,182,19,201
59886,https://kawalpemilu.org#46512,"SEMAMBUNG, WONOAYU, SIDOARJO, JAWA TIMUR",9,185,59,244
48684,https://kawalpemilu.org#45488,"TREBUNGAN, MANGARAN, SITUBONDO, JAWA TIMUR",17,91,80,171
104720,https://kawalpemilu.org#50576,"KONANG, GALIS, PAMEKASAN, JAWA TIMUR",15,59,167,226
69223,https://kawalpemilu.org#47225,"LOSARI, PLOSO, JOMBANG, JAWA TIMUR",1,135,36,171
15782,https://kawalpemilu.org#43652,"KRANDING, MOJO, KEDIRI, JAWA TIMUR",3,94,19,113
69331,https://kawalpemilu.org#47237,"KLITIH, PLANDAAN, JOMBANG, JAWA TIMUR",2,139,100,239
56526,https://kawalpemilu.org#46232,"WINONGAN KIDUL, WINONGAN, PASURUAN, JAWA TIMUR",1,137,103,240
34632,https://kawalpemilu.org#44728,"BADEAN, BANGSALSARI, JEMBER, JAWA TIMUR",7,149,70,219
112412,https://kawalpemilu.org#51174,"POLOWIJEN, BLIMBING, KOTA MALANG, JAWA TIMUR",8,198,50,248
107351,https://kawalpemilu.org#50752,"KEBONAGONG, KOTA SUMENEP, SUMENEP, JAWA TIMUR",1,83,98,181
14331,https://kawalpemilu.org#43554,"TULUNGREJO, GANDUSARI, BLITAR, JAWA TIMUR",7,160,14,174
13747,https://kawalpemilu.org#43518,"MARGOMULYO, PANGGUNGREJO, BLITAR, JAWA TIMUR",1,137,32,169
106204,https://kawalpemilu.org#50690,"TAMPOJUNG PREGIH, WARU, PAMEKASAN, JAWA TIMUR",17,9,261,270
107382,https://kawalpemilu.org#50755,"KARANGANYAR, KALIANGET, SUMENEP, JAWA TIMUR",5,117,43,160
93051,https://kawalpemilu.org#49487,"KEDUNGASRI, KEMBANGBAHU, LAMONGAN, JAWA TIMUR",1,149,49,198
89285,https://kawalpemilu.org#49104,"KEPOH AGUNG, PLUMPANG, TUBAN, JAWA TIMUR",6,103,41,144
47054,https://kawalpemilu.org#45381,"TAMAN, TAMAN KROCOK, BONDOWOSO, JAWA TIMUR",6,57,107,164
3819,https://kawalpemilu.org#42789,"PAGERUKIR, SAMPUNG, PONOROGO, JAWA TIMUR",7,66,3,69
49257,https://kawalpemilu.org#45525,"MOJOSARI, ASEMBAGUS, SITUBONDO, JAWA TIMUR",4,90,88,178
57633,https://kawalpemilu.org#46340,"KEDUNGWONOKERTO, PRAMBON, SIDOARJO, JAWA TIMUR",13,160,38,198
62931,https://kawalpemilu.org#46691,"GADING, JATIREJO, MOJOKERTO, JAWA TIMUR",1,184,41,225
81878,https://kawalpemilu.org#48396,"SENDANGHARJO, NGASEM, BOJONEGORO, JAWA TIMUR",4,89,93,182
14672,https://kawalpemilu.org#43575,"TEMBALANG, WLINGI, BLITAR, JAWA TIMUR",4,160,24,184
26948,https://kawalpemilu.org#44304,"PAGENTAN, SINGOSARI, MALANG, JAWA TIMUR",36,129,43,172
69166,https://kawalpemilu.org#47219,"KEPUHDOKO, TEMBELANG, JOMBANG, JAWA TIMUR",1,156,48,204
118263,https://kawalpemilu.org#51389,"WONOREJO, TEGALSARI, KOTA SURABAYA, JAWA TIMUR",32,139,52,191
35014,https://kawalpemilu.org#44741,"TAMANSARI, WULUHAN, JEMBER, JAWA TIMUR",23,128,31,159
59986,https://kawalpemilu.org#46523,"KEMASAN, KRIAN, SIDOARJO, JAWA TIMUR",1,119,62,181
24428,https://kawalpemilu.org#44165,"SUKORAHARJO, KEPANJEN, MALANG, JAWA TIMUR",2,151,63,214
88615,https://kawalpemilu.org#49057,"BEKTIHARJO, SEMANDING, TUBAN, JAWA TIMUR",2,160,66,226
78228,https://kawalpemilu.org#48056,"KUWON, KARAS, MAGETAN, JAWA TIMUR",13,112,29,141
49486,https://kawalpemilu.org#45533,"BANYUPUTIH, BANYUPUTIH, SITUBONDO, JAWA TIMUR",13,120,79,199
105860,https://kawalpemilu.org#50661,"BLUMBUNGAN, LARANGAN, PAMEKASAN, JAWA TIMUR",20,45,136,181
83997,https://kawalpemilu.org#48604,"KEDUNGBONDO, BALEN, BOJONEGORO, JAWA TIMUR",2,54,113,167
112062,https://kawalpemilu.org#51156,"BLITAR, SUKOREJO, KOTA BLITAR, JAWA TIMUR",6,131,44,175
73904,https://kawalpemilu.org#47628,"LUMPANGKUWIK, JATIKALEN, NGANJUK, JAWA TIMUR",3,124,56,180
67160,https://kawalpemilu.org#47086,"MANCILAN, MOJOAGUNG, JOMBANG, JAWA TIMUR",14,167,43,210
95980,https://kawalpemilu.org#49856,"MANYAR REJO, MANYAR, GRESIK, JAWA TIMUR",10,151,90,241
53275,https://kawalpemilu.org#45938,"TLOGOSARI, TUTUR, PASURUAN, JAWA TIMUR",6,140,23,163
6737,https://kawalpemilu.org#43020,"SUKORAME, GANDUSARI, TRENGGALEK, JAWA TIMUR",17,158,50,208
14352,https://kawalpemilu.org#43555,"KRISIK, GANDUSARI, BLITAR, JAWA TIMUR",11,198,6,204
69766,https://kawalpemilu.org#47284,"GONDANGMANIS, BANDARKEDUNGMULYO, JOMBANG, JAWA TIMUR",5,130,42,172
106455,https://kawalpemilu.org#50702,"PANGERREMAN, BATUMARMAR, PAMEKASAN, JAWA TIMUR",17,2,260,262
112787,https://kawalpemilu.org#51181,"POLEHAN, BLIMBING, KOTA MALANG, JAWA TIMUR",3,192,37,229
18076,https://kawalpemilu.org#43806,"PLOSOREJO, GAMPENGREJO, KEDIRI, JAWA TIMUR",6,137,50,187
117367,https://kawalpemilu.org#51372,"RUNGKUT KIDUL, RUNGKUT, KOTA SURABAYA, JAWA TIMUR",31,89,98,187
79015,https://kawalpemilu.org#48149,"MACANAN, JOGOROGO, NGAWI, JAWA TIMUR",4,157,29,186
108115,https://kawalpemilu.org#50827,"LEMBUNG TIMUR, LENTENG, SUMENEP, JAWA TIMUR",9,17,96,113
36660,https://kawalpemilu.org#44796,"TEMPUREJO, TEMPUREJO, JEMBER, JAWA TIMUR",5,78,52,130
44631,https://kawalpemilu.org#45182,"MENGEN, TAMANAN, BONDOWOSO, JAWA TIMUR",11,88,57,145
35221,https://kawalpemilu.org#44745,"KESILIR, WULUHAN, JEMBER, JAWA TIMUR",46,101,29,130
40010,https://kawalpemilu.org#44943,"PURWOHARJO, PURWOHARJO, BANYUWANGI, JAWA TIMUR",6,152,49,201
117911,https://kawalpemilu.org#51382,"DARMO, WONOKROMO, KOTA SURABAYA, JAWA TIMUR",25,119,34,153
115445,https://kawalpemilu.org#51284,"TEMBOKREJO, PURWOREJO, KOTA PASURUAN, JAWA TIMUR",21,110,76,186
49028,https://kawalpemilu.org#45510,"SOPET, JANGKAR, SITUBONDO, JAWA TIMUR",35,57,107,164
11835,https://kawalpemilu.org#43414,"PLOSOREJO, KADEMANGAN, BLITAR, JAWA TIMUR",6,136,34,170
97283,https://kawalpemilu.org#49965,"TANJUNGAN, DRIYOREJO, GRESIK, JAWA TIMUR",1,167,55,222
46836,https://kawalpemilu.org#45359,"SUMBER GADING, SUMBERWRINGIN, BONDOWOSO, JAWA TIMUR",13,124,105,229
28156,https://kawalpemilu.org#44358,"JOMBOK, NGANTANG, MALANG, JAWA TIMUR",2,91,29,120
10464,https://kawalpemilu.org#43306,"SAWO, CAMPURDARAT, TULUNGAGUNG, JAWA TIMUR",13,158,16,174
80921,https://kawalpemilu.org#48301,"PARAS, PANGKUR, NGAWI, JAWA TIMUR",2,201,40,241
119503,https://kawalpemilu.org#51416,"SEMOLOWARU, SUKOLILO, KOTA SURABAYA, JAWA TIMUR",10,111,32,143
121882,https://kawalpemilu.org#51465,"TANAH KALI KEDINDING, KENJERAN, KOTA SURABAYA, JAWA TIMUR",15,104,140,244
35393,https://kawalpemilu.org#44750,"AMBULU, AMBULU, JEMBER, JAWA TIMUR",15,49,97,146
114680,https://kawalpemilu.org#51235,"KETAPANG, KADEMANGAN, KOTA PROBOLINGGO, JAWA TIMUR",20,100,124,224
104443,https://kawalpemilu.org#50548,"GUGUL, TLANAKAN, PAMEKASAN, JAWA TIMUR",2,81,101,182
20793,https://kawalpemilu.org#43986,"CANGGU, BADAS, KEDIRI, JAWA TIMUR",1,167,49,216
88318,https://kawalpemilu.org#49039,"SAWAHAN, RENGEL, TUBAN, JAWA TIMUR",4,93,77,170
15638,https://kawalpemilu.org#43640,"TITIK, SEMEN, KEDIRI, JAWA TIMUR",4,150,28,178
18118,https://kawalpemilu.org#43809,"KALIPANG, GROGOL, KEDIRI, JAWA TIMUR",14,123,7,130
3779,https://kawalpemilu.org#42785,"JENANGAN, SAMPUNG, PONOROGO, JAWA TIMUR",8,187,26,213
4902,https://kawalpemilu.org#42901,"KARANGTENGAH, PANGGUL, TRENGGALEK, JAWA TIMUR",4,105,29,134
86367,https://kawalpemilu.org#48845,"BANJARWORO, BANGILAN, TUBAN, JAWA TIMUR",11,71,92,163
64704,https://kawalpemilu.org#46878,"BALONGMOJO, PURI, MOJOKERTO, JAWA TIMUR",9,199,32,231
74130,https://kawalpemilu.org#47648,"KEDONDONG, KEBONSARI, MADIUN, JAWA TIMUR",7,105,51,156
122564,https://kawalpemilu.org#51480,"TAMBAK OSOWILANGUN, BENOWO, KOTA SURABAYA, JAWA TIMUR",1,139,68,207
93226,https://kawalpemilu.org#49509,"LUKREJO, KALITENGAH, LAMONGAN, JAWA TIMUR",1,139,39,178
26544,https://kawalpemilu.org#44285,"KARANGWIDORO, DAU, MALANG, JAWA TIMUR",12,133,23,156
43204,https://kawalpemilu.org#45110,"WATUKEBO, WONGSOREJO, BANYUWANGI, JAWA TIMUR",4,119,146,265
106179,https://kawalpemilu.org#50689,"SUMBER WARU, WARU, PAMEKASAN, JAWA TIMUR",14,2,207,209
56560,https://kawalpemilu.org#46237,"GRATI TUNON, GRATI, PASURUAN, JAWA TIMUR",6,177,29,206
1030,https://kawalpemilu.org#42498,"JETIS LOR, NAWANGAN, PACITAN, JAWA TIMUR",10,85,73,158
20670,https://kawalpemilu.org#43977,"SUKOREJO, NGASEM, KEDIRI, JAWA TIMUR",6,121,65,186
31729,https://kawalpemilu.org#44592,"KALIBOTO KIDUL, JATIROTO, LUMAJANG, JAWA TIMUR",1,83,120,203
89258,https://kawalpemilu.org#49102,"PENIDON, PLUMPANG, TUBAN, JAWA TIMUR",17,112,33,145
12662,https://kawalpemilu.org#43465,"WONOTIRTO, WONOTIRTO, BLITAR, JAWA TIMUR",3,142,6,148
22578,https://kawalpemilu.org#44069,"DAWUHAN, PONCOKUSUMO, MALANG, JAWA TIMUR",5,152,21,173
60796,https://kawalpemilu.org#46576,"WAGE, TAMAN, SIDOARJO, JAWA TIMUR",35,168,77,245
64436,https://kawalpemilu.org#46849,"PACING, BANGSAL, MOJOKERTO, JAWA TIMUR",6,128,93,221
71589,https://kawalpemilu.org#47433,"MOJOKENDIL, NGRONGGOT, NGANJUK, JAWA TIMUR",2,172,26,198
121849,https://kawalpemilu.org#51463,"SIDOTOPO, SEMAMPIR, KOTA SURABAYA, JAWA TIMUR",70,131,82,213
117864,https://kawalpemilu.org#51381,"NGAGEL REJO, WONOKROMO, KOTA SURABAYA, JAWA TIMUR",104,146,43,189
55005,https://kawalpemilu.org#46094,"SUMBER REJO, PANDAAN, PASURUAN, JAWA TIMUR",5,165,42,207
2855,https://kawalpemilu.org#42663,"JURUG, SOOKO, PONOROGO, JAWA TIMUR",18,180,36,216
101865,https://kawalpemilu.org#50396,"RAPA DAYA, OMBEN, SAMPANG, JAWA TIMUR",3,99,146,245
21261,https://kawalpemilu.org#44007,"PANDANREJO, PAGAK, MALANG, JAWA TIMUR",10,120,46,166
68366,https://kawalpemilu.org#47158,"MANCAR, PETERONGAN, JOMBANG, JAWA TIMUR",9,147,54,201
58102,https://kawalpemilu.org#46386,"PLUMBON, PORONG, SIDOARJO, JAWA TIMUR",2,195,77,272
63721,https://kawalpemilu.org#46780,"BANJARTANGGUL, PUNGGING, MOJOKERTO, JAWA TIMUR",1,173,52,225
83112,https://kawalpemilu.org#48509,"SRATUREJO, BAURENO, BOJONEGORO, JAWA TIMUR",10,145,38,183
88929,https://kawalpemilu.org#49078,"KUTOREJO, TUBAN, TUBAN, JAWA TIMUR",11,132,80,212
14754,https://kawalpemilu.org#43580,"SLOROK, DOKO, BLITAR, JAWA TIMUR",17,179,40,219
19339,https://kawalpemilu.org#43894,"KEPUNG, KEPUNG, KEDIRI, JAWA TIMUR",5,111,19,130
48516,https://kawalpemilu.org#45479,"CURAH JERU, PANJI, SITUBONDO, JAWA TIMUR",7,97,80,177
2864,https://kawalpemilu.org#42665,"KARANGPATIHAN, PULUNG, PONOROGO, JAWA TIMUR",4,95,70,165
82258,https://kawalpemilu.org#48430,"KARANGSONO, DANDER, BOJONEGORO, JAWA TIMUR",13,119,60,179
44348,https://kawalpemilu.org#45044,"WATUKEBO, BLIMBINGSARI, BANYUWANGI, JAWA TIMUR",25,185,45,230
68062,https://kawalpemilu.org#47143,"TUNGGORONO, JOMBANG, JOMBANG, JAWA TIMUR",9,144,40,184
93925,https://kawalpemilu.org#49590,"WATANGPANJANG, KARANGBINANGUN, LAMONGAN, JAWA TIMUR",3,93,75,168
21872,https://kawalpemilu.org#44037,"RINGINSARI, SUMBERMANJING WETAN, MALANG, JAWA TIMUR",2,178,48,226
45322,https://kawalpemilu.org#45235,"PENAMBANGAN, CURAHDAMI, BONDOWOSO, JAWA TIMUR",8,107,62,169
12767,https://kawalpemilu.org#43470,"SUMBERASRI, NGLEGOK, BLITAR, JAWA TIMUR",1,142,11,153
17819,https://kawalpemilu.org#43780,"GAYAM, GURAH, KEDIRI, JAWA TIMUR",10,132,25,157
9376,https://kawalpemilu.org#43227,"BUKUR, SUMBERGEMPOL, TULUNGAGUNG, JAWA TIMUR",3,156,40,196
5347,https://kawalpemilu.org#42929,"SIDOMULYO, PULE, TRENGGALEK, JAWA TIMUR",21,95,50,145
100625,https://kawalpemilu.org#50294,"MANGGAAN, MODUNG, BANGKALAN, JAWA TIMUR",2,151,50,201
36896,https://kawalpemilu.org#44804,"MANGLI, KALIWATES, JEMBER, JAWA TIMUR",43,137,108,245
105784,https://kawalpemilu.org#50657,"PASANGGAR, PEGANTENAN, PAMEKASAN, JAWA TIMUR",44,4,191,195
79620,https://kawalpemilu.org#48211,"REJUNO, KARANGJATI, NGAWI, JAWA TIMUR",1,158,55,213
93813,https://kawalpemilu.org#49573,"TAMBAKRIGADUNG, TIKUNG, LAMONGAN, JAWA TIMUR",18,106,63,169
18609,https://kawalpemilu.org#43852,"MUNENG, PURWOASRI, KEDIRI, JAWA TIMUR",9,160,36,196
49583,https://kawalpemilu.org#45541,"ALASTENGAH, SUMBERMALANG, SITUBONDO, JAWA TIMUR",3,54,27,81
73397,https://kawalpemilu.org#47566,"MLORAH, REJOSO, NGANJUK, JAWA TIMUR",20,135,26,161
16446,https://kawalpemilu.org#43698,"WONOREJO, NGADILUWIH, KEDIRI, JAWA TIMUR",6,162,26,188
73096,https://kawalpemilu.org#47541,"KEREPKIDUL, BAGOR, NGANJUK, JAWA TIMUR",4,140,55,195
105,https://kawalpemilu.org#42398,"DONOROJO, DONOROJO, PACITAN, JAWA TIMUR",5,71,87,158
80203,https://kawalpemilu.org#48254,"JEBLOGAN, PARON, NGAWI, JAWA TIMUR",7,144,38,182
7473,https://kawalpemilu.org#43077,"KEPATIHAN, TULUNGAGUNG, TULUNGAGUNG, JAWA TIMUR",4,179,24,203
31631,https://kawalpemilu.org#44583,"GROBOGAN, KEDUNGJAJANG, LUMAJANG, JAWA TIMUR",4,118,63,181
121155,https://kawalpemilu.org#51453,"KREMBANGAN SELATAN, KREMBANGAN, KOTA SURABAYA, JAWA TIMUR",40,91,49,140
29397,https://kawalpemilu.org#44431,"ORO ORO OMBO, PRONOJIWO, LUMAJANG, JAWA TIMUR",14,94,114,208
107366,https://kawalpemilu.org#50754,"PINGGIR PAPAS, KALIANGET, SUMENEP, JAWA TIMUR",7,118,37,155
67208,https://kawalpemilu.org#47089,"MURUKAN, MOJOAGUNG, JOMBANG, JAWA TIMUR",7,166,42,208
6656,https://kawalpemilu.org#43014,"JAJAR, GANDUSARI, TRENGGALEK, JAWA TIMUR",6,133,45,178
62806,https://kawalpemilu.org#46676,"MEDAENG, WARU, SIDOARJO, JAWA TIMUR",7,175,92,267
99200,https://kawalpemilu.org#50140,"MANERON, SEPULU, BANGKALAN, JAWA TIMUR",5,96,118,214
24365,https://kawalpemilu.org#44162,"PANGGUNGREJO, KEPANJEN, MALANG, JAWA TIMUR",8,133,77,210
69554,https://kawalpemilu.org#47261,"MUNUNGKEREP, KABUH, JOMBANG, JAWA TIMUR",2,164,45,209
90484,https://kawalpemilu.org#49226,"SUMURGENUK, BABAT, LAMONGAN, JAWA TIMUR",8,79,83,162
25425,https://kawalpemilu.org#44231,"KEDUNGREJO, PAKIS, MALANG, JAWA TIMUR",5,131,46,177
92296,https://kawalpemilu.org#49407,"KEMANTREN, PACIRAN, LAMONGAN, JAWA TIMUR",7,159,71,230
43055,https://kawalpemilu.org#45101,"GROGOL, GIRI, BANYUWANGI, JAWA TIMUR",14,153,23,176
2640,https://kawalpemilu.org#42646,"TEMPURAN, SAWOO, PONOROGO, JAWA TIMUR",20,165,49,214
15401,https://kawalpemilu.org#43625,"SELOPURO, SELOPURO, BLITAR, JAWA TIMUR",11,115,65,180
42817,https://kawalpemilu.org#45086,"SINGONEGARAN, BANYUWANGI, BANYUWANGI, JAWA TIMUR",3,131,70,201
26025,https://kawalpemilu.org#44258,"KEBONAGUNG, PAKISAJI, MALANG, JAWA TIMUR",4,183,55,238
30057,https://kawalpemilu.org#44466,"PULO, TEMPEH, LUMAJANG, JAWA TIMUR",2,127,69,196
58220,https://kawalpemilu.org#46397,"BALONGTANI, JABON, SIDOARJO, JAWA TIMUR",7,125,94,219
25661,https://kawalpemilu.org#44241,"TIRTOMOYO, PAKIS, MALANG, JAWA TIMUR",22,164,53,217
64475,https://kawalpemilu.org#46854,"PETERONGAN, BANGSAL, MOJOKERTO, JAWA TIMUR",5,178,35,213
96194,https://kawalpemilu.org#49873,"SUKO ANYAR, CERME, GRESIK, JAWA TIMUR",3,143,79,222
111562,https://kawalpemilu.org#51125,"NGRONGGO, KOTA, KOTA KEDIRI, JAWA TIMUR",40,136,61,197
14623,https://kawalpemilu.org#43572,"TANGKIL, WLINGI, BLITAR, JAWA TIMUR",22,119,4,123
32683,https://kawalpemilu.org#44653,"PASEBAN, KENCONG, JEMBER, JAWA TIMUR",17,126,36,162
89558,https://kawalpemilu.org#49124,"KETAMBUL, PALANG, TUBAN, JAWA TIMUR",8,136,45,181
71786,https://kawalpemilu.org#47446,"KALIANYAR, KERTOSONO, NGANJUK, JAWA TIMUR",8,119,30,149
82389,https://kawalpemilu.org#48440,"WEDORO, SUGIHWARAS, BOJONEGORO, JAWA TIMUR",1,103,85,188
102836,https://kawalpemilu.org#50456,"SOMBER, TAMBELANGAN, SAMPANG, JAWA TIMUR",20,67,145,212
90517,https://kawalpemilu.org#49228,"BULUMARGI, BABAT, LAMONGAN, JAWA TIMUR",11,66,71,137
24879,https://kawalpemilu.org#44197,"TAMBAKASRI, TAJINAN, MALANG, JAWA TIMUR",9,153,65,218
62509,https://kawalpemilu.org#46666,"TAMBAKSAWAH, WARU, SIDOARJO, JAWA TIMUR",14,106,61,167
53618,https://kawalpemilu.org#45973,"TEMPURAN, PASREPAN, PASURUAN, JAWA TIMUR",15,72,94,166
111882,https://kawalpemilu.org#51144,"BURENGAN, PESANTREN, KOTA KEDIRI, JAWA TIMUR",21,168,32,200
35353,https://kawalpemilu.org#44749,"SUMBEREJO, AMBULU, JEMBER, JAWA TIMUR",50,159,35,194
6941,https://kawalpemilu.org#43034,"DAWUHAN, TRENGGALEK, TRENGGALEK, JAWA TIMUR",15,159,62,221
90138,https://kawalpemilu.org#49189,"KACANGAN, MODO, LAMONGAN, JAWA TIMUR",5,136,47,183
15715,https://kawalpemilu.org#60318,"OLAK-OLAK KUBU, KUBU, KUBU RAYA, KALIMANTAN BARAT",8,70,103,173
6109,https://kawalpemilu.org#59085,"LANDAU PANJANG, SEPAUK, SINTANG, KALIMANTAN BARAT",2,203,11,214
15522,https://kawalpemilu.org#928385,"SUNGAI MALAYA, SUNGAI AMBAWANG, KUBU RAYA, KALIMANTAN BARAT",3,53,166,219
3104,https://kawalpemilu.org#58632,"KASRO MEGO, BEDUAI, SANGGAU, KALIMANTAN BARAT",6,161,7,168
2210,https://kawalpemilu.org#58531,"SUNGAI KUNYIT DALAM, SUNGAI KUNYIT, MEMPAWAH, KALIMANTAN BARAT",3,49,111,160
12389,https://kawalpemilu.org#60196,"DALAM BUGIS, PONTIANAK TIMUR, KOTA PONTIANAK, KALIMANTAN BARAT",61,16,133,149
7224,https://kawalpemilu.org#59370,"NANGA TUAN, BUNUT HILIR, KAPUAS HULU, KALIMANTAN BARAT",1,108,67,175
5107,https://kawalpemilu.org#58941,"MEKAR SARI, BENUA KAYONG, KETAPANG, KALIMANTAN BARAT",1,23,257,280
13385,https://kawalpemilu.org#60209,"SUNGAI BANGKONG, PONTIANAK KOTA, KOTA PONTIANAK, KALIMANTAN BARAT",70,62,165,227
3967,https://kawalpemilu.org#58730,"SUNGAI MAYAM, MELIAU, SANGGAU, KALIMANTAN BARAT",2,30,133,163
822,https://kawalpemilu.org#58374,"SULUNG, SEJANGKUNG, SAMBAS, KALIMANTAN BARAT",1,44,112,156
12541,https://kawalpemilu.org#60200,"SUNGAI JAWI DALAM, PONTIANAK BARAT, KOTA PONTIANAK, KALIMANTAN BARAT",82,35,66,101
